RatingPosition;SnippetName;SnippetIndentation;AppearanceNumber;SubjectID;OverallTime
2;Do;2;2;963b71f8-bc8c-426b-a943-f899fb83dac9;56249
3;Main;0;3;963b71f8-bc8c-426b-a943-f899fb83dac9;56249
0;Test;4;0;9c9cac0d-637b-47b6-970a-3d7891597082;61195
1;Program;8;2;9c9cac0d-637b-47b6-970a-3d7891597082;61195
2;Main;2;1;9c9cac0d-637b-47b6-970a-3d7891597082;61195
3;Do;0;3;9c9cac0d-637b-47b6-970a-3d7891597082;61195
0;Test;8;1;a4cd1a8d-df39-4a5d-ba15-cf2fdcd27948;44846
1;Program;4;3;a4cd1a8d-df39-4a5d-ba15-cf2fdcd27948;44846
2;Do;0;2;a4cd1a8d-df39-4a5d-ba15-cf2fdcd27948;44846
3;Main;2;0;a4cd1a8d-df39-4a5d-ba15-cf2fdcd27948;44846
0;Do;4;3;a8274994-925c-4bf4-bfee-6a2318a0ae79;33789
1;Program;2;2;a8274994-925c-4bf4-bfee-6a2318a0ae79;33789
2;Test;8;0;a8274994-925c-4bf4-bfee-6a2318a0ae79;33789
3;Main;0;1;a8274994-925c-4bf4-bfee-6a2318a0ae79;33789
0;Do;8;1;afec3d90-808c-4c50-b759-535754388ceb;39284
1;Test;4;2;afec3d90-808c-4c50-b759-535754388ceb;39284
2;Program;2;3;afec3d90-808c-4c50-b759-535754388ceb;39284
3;Main;0;0;afec3d90-808c-4c50-b759-535754388ceb;39284
0;Test;4;2;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
1;Program;2;0;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
2;Do;8;3;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
3;Main;0;1;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
0;Program;4;2;b382cb61-c4bb-45b9-a314-c4f74187715a;94486
1;Test;2;0;b382cb61-c4bb-45b9-a314-c4f74187715a;94486
2;Do;8;3;b382cb61-c4bb-45b9-a314-c4f74187715a;94486
3;Main;0;1;b382cb61-c4bb-45b9-a314-c4f74187715a;94486
0;Do;8;3;b5ae633c-2a0f-4be2-b750-98e1f55cdade;54218
1;Program;4;2;b5ae633c-2a0f-4be2-b750-98e1f55cdade;54218
2;Test;2;0;b5ae633c-2a0f-4be2-b750-98e1f55cdade;54218
3;Main;0;1;b5ae633c-2a0f-4be2-b750-98e1f55cdade;54218
0;Test;2;0;b76a6815-227b-44ba-8df1-66ffc969d6f6;57688
1;Do;8;3;b76a6815-227b-44ba-8df1-66ffc969d6f6;57688
2;Program;4;2;b76a6815-227b-44ba-8df1-66ffc969d6f6;57688
3;Main;0;1;b76a6815-227b-44ba-8df1-66ffc969d6f6;57688
0;Test;2;0;b8fecf79-c297-44f6-9354-bed8bca51fee;23778
1;Do;8;3;b8fecf79-c297-44f6-9354-bed8bca51fee;23778
2;Program;4;2;b8fecf79-c297-44f6-9354-bed8bca51fee;23778
3;Main;0;1;b8fecf79-c297-44f6-9354-bed8bca51fee;23778
0;Do;8;1;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
1;Program;2;3;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
2;Test;0;2;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
3;Main;4;0;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
0;Program;0;0;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
1;Test;8;2;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
2;Do;4;3;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
3;Main;2;1;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
0;Do;8;3;d098b2cc-b54c-42aa-bc09-908e2dbbbaf3;77162
1;Test;2;0;d098b2cc-b54c-42aa-bc09-908e2dbbbaf3;77162
2;Program;4;2;d098b2cc-b54c-42aa-bc09-908e2dbbbaf3;77162
3;Main;0;1;d098b2cc-b54c-42aa-bc09-908e2dbbbaf3;77162
0;Test;2;0;d599c8c3-19c9-4a1a-b58b-4cdca90e1242;36022
1;Program;4;2;d599c8c3-19c9-4a1a-b58b-4cdca90e1242;36022
2;Do;8;3;d599c8c3-19c9-4a1a-b58b-4cdca90e1242;36022
3;Main;0;1;d599c8c3-19c9-4a1a-b58b-4cdca90e1242;36022
0;Do;4;0;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
1;Main;2;3;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
2;Test;0;2;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
3;Program;8;1;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
0;Do;8;3;ddeea276-af9c-4fd7-8222-a502765ea86b;29080
1;Test;2;0;ddeea276-af9c-4fd7-8222-a502765ea86b;29080
2;Program;4;2;ddeea276-af9c-4fd7-8222-a502765ea86b;29080
3;Main;0;1;ddeea276-af9c-4fd7-8222-a502765ea86b;29080
0;Main;8;0;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
1;Test;2;3;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
2;Do;4;1;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
3;Program;0;2;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
0;Test;8;3;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
1;Do;4;0;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
2;Program;2;1;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
3;Main;0;2;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
0;Do;2;1;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
1;Program;8;3;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
2;Main;0;2;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
3;Test;4;0;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
0;Test;2;0;e57e7136-95f1-44fc-9fd9-e5f805081140;30045
1;Do;8;3;e57e7136-95f1-44fc-9fd9-e5f805081140;30045
2;Program;4;2;e57e7136-95f1-44fc-9fd9-e5f805081140;30045
3;Main;0;1;e57e7136-95f1-44fc-9fd9-e5f805081140;30045
0;Test;2;0;f8097b81-451a-4674-8e3c-a9bef6d6e763;52682
1;Main;0;1;f8097b81-451a-4674-8e3c-a9bef6d6e763;52682
2;Do;8;3;f8097b81-451a-4674-8e3c-a9bef6d6e763;52682
3;Program;4;2;f8097b81-451a-4674-8e3c-a9bef6d6e763;52682
