RatingPosition;SnippetName;SnippetIndentation;AppearanceNumber;SubjectID;OverallTime
3;Main;0;1;a8274994-925c-4bf4-bfee-6a2318a0ae79;33789
0;Do;8;1;afec3d90-808c-4c50-b759-535754388ceb;39284
1;Test;4;2;afec3d90-808c-4c50-b759-535754388ceb;39284
2;Program;2;3;afec3d90-808c-4c50-b759-535754388ceb;39284
3;Main;0;0;afec3d90-808c-4c50-b759-535754388ceb;39284
0;Test;4;2;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
1;Program;2;0;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
2;Do;8;3;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
3;Main;0;1;b2086a14-44bf-4a26-8261-f2679230b9a8;75129
0;Do;8;1;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
1;Program;2;3;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
2;Test;0;2;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
3;Main;4;0;bc09646b-dfee-4aac-8918-eee34b72ef2b;66943
0;Program;0;0;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
1;Test;8;2;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
2;Do;4;3;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
3;Main;2;1;c74c0869-2b12-4c27-9d7e-9fd793d66ef7;22830
0;Do;4;0;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
1;Main;2;3;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
2;Test;0;2;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
3;Program;8;1;db813ec1-a4b3-459b-8fe5-f7922f07c48a;85700
0;Main;8;0;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
1;Test;2;3;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
2;Do;4;1;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
3;Program;0;2;deb2daed-9b19-4b16-8d73-19782d99f1be;23034
0;Test;8;3;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
1;Do;4;0;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
2;Program;2;1;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
3;Main;0;2;e2f1a12c-0c6c-4377-9cb3-7900e161543e;33505
0;Do;2;1;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
1;Program;8;3;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
2;Main;0;2;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
3;Test;4;0;e3bb0a72-d1e9-432f-af9c-bd1d7944d62c;21563
